0.17,0.10,0.02,-0.03,0.38,0.10,0.21,0.04,0.14,N/A,0.05,1,0.04,0.16,0.20,0.16,0.15,0.11,0.24,0.08,0.19,0.14,0.11,0.11,0.08,0.12,0.03,0.15,0.08,0.12,0.19,0.16,0.14,0.02,0.22,0.11,0.13,0.19,0.12,0.09,0.15,0.64,0.04,0.11,0.16,0.17,0.15,0.50,0.16,0.08,0.08,0.10,-0.01,0.05,0.18,0.13,0.14,0.12,0.15,0.14,0.19,0.26,0.24,0.14,0.18
0.28,0.17,-0.03,0.15,0.13,0.15,0.41,0.19,0.11,N/A,0.20,0.04,1,0.36,0.32,0.27,0.27,0.19,0.01,0.13,0.03,0.22,0.15,0.17,0.12,0.09,0.18,0.26,0.06,0.31,0.27,0.26,0.19,0.12,0.35,0.21,0.23,0.24,0.16,0.22,0.27,0.10,0.17,0.19,0.47,0.16,0.08,0.08,0.18,0.20,0.15,0.22,0.20,0.07,0.13,0.20,0.13,-0.00,0.25,0.27,0.15,0.18,0.15,0.20,0.20
0.33,0.32,0.08,0.11,0.25,0.43,0.42,0.23,0.34,N/A,0.33,0.16,0.36,1,0.30,0.32,0.43,0.26,-0.02,0.16,0.14,0.37,0.24,0.41,0.29,0.28,0.18,0.29,0.23,0.47,0.39,0.39,0.37,0.29,0.42,0.27,0.26,0.41,0.14,0.18,0.34,0.21,0.18,0.26,0.58,0.27,0.15,0.14,0.42,0.22,0.28,0.28,0.19,0.16,0.15,0.27,0.34,0.18,0.34,0.34,0.19,0.37,0.33,0.44,0.32
0.15,0.20,0.03,0.07,0.18,0.21,0.37,0.19,0.14,N/A,0.25,0.20,0.32,0.30,1,0.14,0.13,0.14,0.02,0.08,0.10,0.12,0.06,0.20,0.18,0.17,0.16,0.27,0.11,0.27,0.24,0.20,0.12,0.12,0.37,0.12,0.04,0.29,0.19,0.25,0.16,0.22,0.16,0.14,0.36,0.20,0.12,0.20,0.29,0.20,0.06,0.23,0.09,0.10,0.34,0.35,0.14,0.05,0.14,0.11,0.23,0.30,0.14,0.13,0.27
0.77,0.18,0.03,0.06,0.13,0.18,0.34,0.22,0.19,N/A,0.17,0.16,0.27,0.32,0.14,1,0.27,0.45,0.00,0.12,0.03,0.67,0.26,0.21,0.23,0.08,0.15,0.17,0.07,0.27,0.34,0.27,0.69,0.13,0.20,0.12,0.20,0.16,0.07,0.06,0.71,0.11,0.20,0.45,0.40,0.18,0.03,0.11,0.20,0.16,0.07,0.19,0.12,0.09,0.17,0.18,0.18,0.05,0.66,0.62,0.08,0.17,0.28,0.28,0.16
0.24,0.45,0.20,0.07,0.20,0.45,0.34,0.14,0.32,N/A,0.31,0.15,0.27,0.43,0.13,0.27,1,0.24,0.02,0.21,0.09,0.26,0.13,0.41,0.20,0.33,0.09,0.28,0.29,0.33,0.48,0.27,0.27,0.29,0.30,0.24,0.31,0.36,0.26,0.15,0.23,0.20,0.17,0.24,0.38,0.20,0.02,0.12,0.34,0.29,0.08,0.14,0.07,0.16,0.12,0.26,0.17,0.28,0.27,0.22,0.27,0.36,0.30,0.34,0.36
0.30,0.19,0.04,0.06,0.15,0.20,0.22,0.19,0.23,N/A,0.26,0.11,0.19,0.26,0.14,0.45,0.24,1,-0.01,0.07,0.12,0.48,0.11,0.21,0.15,0.19,0.22,0.13,0.14,0.25,0.31,0.22,0.52,0.20,0.16,0.12,0.13,0.20,0.03,0.15,0.47,0.10,0.22,1.00,0.30,0.15,0.02,0.04,0.19,0.24,0.17,0.11,0.04,0.07,0.24,0.11,0.15,0.13,0.36,0.27,0.16,0.16,0.24,0.30,0.20
0.04,-0.01,0.01,0.00,0.03,0.00,0.09,0.01,0.00,N/A,0.03,0.24,0.01,-0.02,0.02,0.00,0.02,-0.01,1,-0.01,0.02,0.00,0.05,0.01,0.01,0.02,0.05,0.17,0.06,0.01,0.10,0.00,0.01,0.01,-0.00,0.04,0.00,0.16,0.18,-0.01,0.00,0.17,0.00,-0.01,0.08,0.01,-0.04,0.11,0.05,0.17,-0.00,0.01,0.02,-0.02,0.02,0.01,-0.01,0.01,-0.00,0.00,0.49,0.12,0.02,0.01,-0.01
0.09,0.20,-0.01,0.01,0.07,0.10,0.17,0.09,0.09,N/A,0.11,0.08,0.13,0.16,0.08,0.12,0.21,0.07,-0.01,1,0.09,0.08,0.05,0.14,0.41,0.09,0.10,0.08,0.02,0.16,0.10,0.13,0.05,0.07,0.14,0.02,0.09,0.05,0.15,-0.02,0.09,0.06,0.04,0.07,0.19,0.03,0.03,0.09,0.10,0.05,0.08,0.14,0.11,0.23,0.12,0.33,0.27,0.27,0.11,0.07,0.07,0.10,0.13,0.09,0.14
0.01,0.07,0.00,-0.04,0.16,0.16,0.09,0.18,0.06,N/A,0.03,0.19,0.03,0.14,0.10,0.03,0.09,0.12,0.02,0.09,1,0.10,0.05,0.06,0.07,0.07,0.05,0.29,0.04,0.09,0.19,0.12,0.05,0.03,0.11,0.26,0.03,0.22,0.01,0.07,0.07,0.20,0.06,0.12,0.12,0.05,0.07,0.11,0.20,0.12,0.13,0.05,0.03,0.06,0.12,0.12,0.04,0.21,0.05,0.03,0.14,0.34,0.05,0.11,0.32
0.54,0.22,-0.00,0.03,0.12,0.26,0.25,0.25,0.21,N/A,0.12,0.14,0.22,0.37,0.12,0.67,0.26,0.48,0.00,0.08,0.10,1,0.16,0.26,0.16,0.09,0.11,0.16,0.12,0.21,0.31,0.27,0.82,0.15,0.15,0.12,0.17,0.19,0.08,0.12,0.65,0.12,0.09,0.48,0.32,0.20,0.03,0.07,0.25,0.25,0.19,0.10,0.09,0.07,0.08,0.20,0.20,0.07,0.54,0.45,0.11,0.19,0.27,0.37,0.20
0.26,0.10,0.02,0.12,0.13,0.08,0.31,0.12,0.17,N/A,0.07,0.11,0.15,0.24,0.06,0.26,0.13,0.11,0.05,0.05,0.05,0.16,1,0.08,0.15,0.03,0.01,0.02,0.01,0.23,0.09,0.17,0.18,0.14,0.17,0.04,0.05,0.09,0.10,0.12,0.22,0.14,0.19,0.11,0.28,0.05,0.04,0.14,0.10,0.08,0.06,0.26,0.17,0.05,0.03,0.05,0.16,0.04,0.24,0.26,0.04,0.07,0.12,0.12,0.09
0.17,0.40,0.06,0.00,0.14,0.49,0.23,0.23,0.37,N/A,0.35,0.11,0.17,0.41,0.20,0.21,0.41,0.21,0.01,0.14,0.06,0.26,0.08,1,0.16,0.26,0.17,0.29,0.33,0.26,0.32,0.19,0.25,0.35,0.19,0.17,0.21,0.30,0.28,0.17,0.15,0.11,0.04,0.21,0.33,0.22,0.00,0.09,0.36,0.25,0.40,0.11,0.21,0.13,0.09,0.21,0.23,0.19,0.12,0.17,0.22,0.34,0.30,0.51,0.34
0.14,0.13,0.00,-0.00,0.15,0.19,0.30,0.10,0.11,N/A,0.17,0.08,0.12,0.29,0.18,0.23,0.20,0.15,0.01,0.41,0.07,0.16,0.15,0.16,1,0.17,0.17,0.10,0.07,0.17,0.15,0.22,0.11,0.10,0.14,0.10,0.10,0.14,0.14,0.02,0.15,0.09,0.06,0.15,0.23,0.08,0.11,0.18,0.14,0.14,0.05,0.08,0.13,0.07,0.35,0.36,0.16,0.06,0.10,0.13,0.11,0.15,0.15,0.20,0.12
0.11,0.31,0.10,-0.06,0.13,0.39,0.29,0.29,0.32,N/A,0.22,0.12,0.09,0.28,0.17,0.08,0.33,0.19,0.02,0.09,0.07,0.09,0.03,0.26,0.17,1,0.08,0.35,0.18,0.24,0.33,0.18,0.10,0.22,0.26,0.23,0.11,0.29,0.16,0.31,0.14,0.13,0.08,0.19,0.29,0.19,0.02,0.09,0.34,0.29,0.17,0.06,0.16,0.26,0.14,0.19,0.21,0.13,0.13,0.14,0.21,0.32,0.23,0.26,0.27
0.12,0.16,0.01,-0.08,0.01,0.14,0.12,0.14,0.07,N/A,0.13,0.03,0.18,0.18,0.16,0.15,0.09,0.22,0.05,0.10,0.05,0.11,0.01,0.17,0.17,0.08,1,0.06,0.05,0.16,0.09,0.08,0.09,0.14,0.11,0.21,0.03,0.13,0.01,0.02,0.05,0.01,0.08,0.22,0.15,0.06,0.06,0.05,0.08,0.18,0.08,0.00,0.22,0.03,0.31,0.05,0.20,0.02,0.02,0.11,0.18,0.03,0.11,0.17,0.06
0.17,0.24,-0.00,0.03,0.19,0.28,0.28,0.29,0.28,N/A,0.28,0.15,0.26,0.29,0.27,0.17,0.28,0.13,0.17,0.08,0.29,0.16,0.02,0.29,0.10,0.35,0.06,1,0.12,0.29,0.43,0.25,0.18,0.14,0.28,0.31,0.15,0.44,0.16,0.32,0.15,0.26,0.02,0.13,0.31,0.13,0.09,0.15,0.51,0.31,0.23,0.09,0.18,0.07,0.15,0.24,0.13,0.18,0.14,0.15,0.30,0.65,0.20,0.24,0.43
0.02,0.25,0.34,-0.04,0.09,0.22,0.15,0.04,0.23,N/A,0.27,0.08,0.06,0.23,0.11,0.07,0.29,0.14,0.06,0.02,0.04,0.12,0.01,0.33,0.07,0.18,0.05,0.12,1,0.12,0.22,0.09,0.13,0.25,0.13,0.19,0.10,0.28,0.14,0.13,0.12,0.03,0.01,0.14,0.19,0.21,0.02,0.06,0.26,0.31,0.19,0.08,0.03,0.19,0.04,0.19,0.10,0.23,0.05,0.04,0.26,0.23,0.10,0.23,0.17
0.30,0.25,0.09,0.01,0.18,0.26,0.46,0.26,0.26,N/A,0.28,0.12,0.31,0.47,0.27,0.27,0.33,0.25,0.01,0.16,0.09,0.21,0.23,0.26,0.17,0.24,0.16,0.29,0.12,1,0.30,0.30,0.25,0.21,0.31,0.22,0.16,0.26,0.25,0.20,0.25,0.18,0.19,0.25,0.48,0.19,0.21,0.20,0.37,0.18,0.16,0.31,0.32,0.16,0.14,0.21,0.28,0.21,0.25,0.25,0.20,0.37,0.29,0.28,0.30
0.25,0.32,0.16,0.02,0.19,0.34,0.39,0.18,0.39,N/A,0.26,0.19,0.27,0.39,0.24,0.34,0.48,0.31,0.10,0.10,0.19,0.31,0.09,0.32,0.15,0.33,0.09,0.43,0.22,0.30,1,0.32,0.34,0.25,0.33,0.27,0.23,0.42,0.10,0.20,0.32,0.20,0.10,0.31,0.40,0.22,0.01,0.12,0.41,0.34,0.18,0.14,0.06,0.20,0.10,0.26,0.11,0.16,0.26,0.19,0.29,0.44,0.35,0.35,0.33
0.31,0.20,0.04,0.02,0.20,0.24,0.35,0.14,0.26,N/A,0.21,0.16,0.26,0.39,0.20,0.27,0.27,0.22,0.00,0.13,0.12,0.27,0.17,0.19,0.22,0.18,0.08,0.25,0.09,0.30,0.32,1,0.27,0.13,0.27,0.27,0.17,0.32,0.08,0.11,0.34,0.17,0.12,0.22,0.37,0.15,0.02,0.13,0.24,0.34,0.16,0.16,0.07,0.16,0.05,0.20,0.23,0.06,0.37,0.38,0.19,0.25,0.29,0.30,0.23
0.50,0.22,0.05,0.09,0.15,0.22,0.29,0.37,0.22,N/A,0.19,0.14,0.19,0.37,0.12,0.69,0.27,0.52,0.01,0.05,0.05,0.82,0.18,0.25,0.11,0.10,0.09,0.18,0.13,0.25,0.34,0.27,1,0.16,0.17,0.12,0.21,0.21,0.10,0.10,0.56,0.11,0.07,0.52,0.31,0.20,0.04,0.08,0.25,0.25,0.21,0.16,0.11,0.11,0.08,0.16,0.20,0.06,0.46,0.40,0.13,0.19,0.27,0.35,0.18
0.10,0.25,0.30,0.01,0.12,0.29,0.20,0.20,0.40,N/A,0.23,0.02,0.12,0.29,0.12,0.13,0.29,0.20,0.01,0.07,0.03,0.15,0.14,0.35,0.10,0.22,0.14,0.14,0.25,0.21,0.25,0.13,0.16,1,0.14,0.06,0.11,0.16,0.14,0.04,0.12,0.03,0.04,0.20,0.22,0.24,0.15,0.08,0.21,0.10,0.20,0.05,0.09,0.09,0.12,0.16,0.19,0.18,0.10,0.10,0.17,0.18,0.18,0.31,0.12
0.22,0.26,0.06,0.09,0.18,0.29,0.42,0.17,0.28,N/A,0.31,0.22,0.35,0.42,0.37,0.20,0.30,0.16,-0.00,0.14,0.11,0.15,0.17,0.19,0.14,0.26,0.11,0.28,0.13,0.31,0.33,0.27,0.17,0.14,1,0.23,0.21,0.35,0.17,0.25,0.17,0.22,0.23,0.16,0.45,0.19,0.05,0.14,0.31,0.16,0.14,0.36,0.08,0.14,0.15,0.26,0.34,0.11,0.23,0.20,0.19,0.34,0.29,0.32,0.31
0.11,0.26,0.20,0.01,0.13,0.26,0.18,0.24,0.20,N/A,0.14,0.11,0.21,0.27,0.12,0.12,0.24,0.12,0.04,0.02,0.26,0.12,0.04,0.17,0.10,0.23,0.21,0.31,0.19,0.22,0.27,0.27,0.12,0.06,0.23,1,0.18,0.35,0.17,0.18,0.15,0.18,0.13,0.12,0.21,0.04,0.03,0.12,0.28,0.42,0.21,0.05,0.05,0.13,0.04,0.13,0.11,0.07,0.12,0.10,0.22,0.29,0.20,0.22,0.22
0.13,0.20,0.03,-0.01,0.06,0.26,0.27,0.08,0.13,N/A,0.09,0.13,0.23,0.26,0.04,0.20,0.31,0.13,0.00,0.09,0.03,0.17,0.05,0.21,0.10,0.11,0.03,0.15,0.10,0.16,0.23,0.17,0.21,0.11,0.21,0.18,1,0.23,0.24,0.07,0.12,0.11,0.04,0.13,0.28,0.16,0.06,0.09,0.20,0.13,0.10,0.07,0.16,0.06,0.02,0.20,0.05,0.07,0.14,0.14,0.14,0.25,0.12,0.22,0.16
0.13,0.31,0.17,-0.02,0.26,0.32,0.32,0.16,0.26,N/A,0.27,0.19,0.24,0.41,0.29,0.16,0.36,0.20,0.16,0.05,0.22,0.19,0.09,0.30,0.14,0.29,0.13,0.44,0.28,0.26,0.42,0.32,0.21,0.16,0.35,0.35,0.23,1,0.15,0.20,0.20,0.25,0.10,0.20,0.35,0.28,0.02,0.19,0.50,0.40,0.23,0.10,0.21,0.15,0.06,0.28,0.17,0.18,0.15,0.16,0.37,0.48,0.19,0.35,0.32
0.11,0.28,0.14,0.01,0.03,0.23,0.20,0.08,0.13,N/A,0.22,0.12,0.16,0.14,0.19,0.07,0.26,0.03,0.18,0.15,0.01,0.08,0.10,0.28,0.14,0.16,0.01,0.16,0.14,0.25,0.10,0.08,0.10,0.14,0.17,0.17,0.24,0.15,1,0.12,0.06,0.10,0.18,0.03,0.25,0.08,0.02,0.13,0.20,0.13,0.06,0.29,0.11,0.14,0.09,0.19,0.09,0.13,0.05,0.08,0.15,0.24,0.19,0.12,0.16
0.07,0.18,0.02,0.01,0.10,0.26,0.23,0.21,0.15,N/A,0.18,0.09,0.22,0.18,0.25,0.06,0.15,0.15,-0.01,-0.02,0.07,0.12,0.12,0.17,0.02,0.31,0.02,0.32,0.13,0.20,0.20,0.11,0.10,0.04,0.25,0.18,0.07,0.20,0.12,1,0.16,0.15,0.24,0.15,0.27,0.12,0.09,0.15,0.24,0.13,0.17,0.11,0.12,0.10,0.16,0.18,0.11,0.07,0.16,0.12,0.08,0.35,0.14,0.17,0.22
0.61,0.20,0.03,0.03,0.12,0.18,0.26,0.21,0.21,N/A,0.10,0.15,0.27,0.34,0.16,0.71,0.23,0.47,0.00,0.09,0.07,0.65,0.22,0.15,0.15,0.14,0.05,0.15,0.12,0.25,0.32,0.34,0.56,0.12,0.17,0.15,0.12,0.20,0.06,0.16,1,0.14,0.26,0.47,0.38,0.20,0.03,0.07,0.22,0.19,0.10,0.17,0.08,0.13,0.11,0.17,0.19,0.08,0.83,0.62,0.08,0.15,0.24,0.26,0.16
0.16,0.13,-0.01,0.00,0.48,0.14,0.20,0.17,0.17,N/A,0.11,0.64,0.10,0.21,0.22,0.11,0.20,0.10,0.17,0.06,0.20,0.12,0.14,0.11,0.09,0.13,0.01,0.26,0.03,0.18,0.20,0.17,0.11,0.03,0.22,0.18,0.11,0.25,0.10,0.15,0.14,1,0.09,0.10,0.25,0.13,0.27,0.57,0.23,0.14,0.09,0.10,0.04,0.03,0.08,0.13,0.09,0.09,0.16,0.14,0.19,0.34,0.16,0.13,0.25
0.11,0.14,0.11,-0.01,0.02,0.07,0.18,0.05,0.03,N/A,0.07,0.04,0.17,0.18,0.16,0.20,0.17,0.22,0.00,0.04,0.06,0.09,0.19,0.04,0.06,0.08,0.08,0.02,0.01,0.19,0.10,0.12,0.07,0.04,0.23,0.13,0.04,0.10,0.18,0.24,0.26,0.09,1,0.22,0.27,0.13,0.08,0.12,0.07,0.08,-0.01,0.32,-0.02,0.04,0.10,0.08,0.20,0.11,0.26,0.14,0.06,0.09,0.10,0.09,0.16
0.30,0.19,0.04,0.06,0.15,0.20,0.22,0.19,0.23,N/A,0.26,0.11,0.19,0.26,0.14,0.45,0.24,1.00,-0.01,0.07,0.12,0.48,0.11,0.21,0.15,0.19,0.22,0.13,0.14,0.25,0.31,0.22,0.52,0.20,0.16,0.12,0.13,0.20,0.03,0.15,0.47,0.10,0.22,1,0.30,0.15,0.02,0.04,0.19,0.24,0.17,0.11,0.04,0.07,0.24,0.11,0.15,0.13,0.36,0.27,0.16,0.16,0.24,0.30,0.20
0.40,0.24,0.07,0.08,0.19,0.37,0.52,0.20,0.28,N/A,0.28,0.16,0.47,0.58,0.36,0.40,0.38,0.30,0.08,0.19,0.12,0.32,0.28,0.33,0.23,0.29,0.15,0.31,0.19,0.48,0.40,0.37,0.31,0.22,0.45,0.21,0.28,0.35,0.25,0.27,0.38,0.25,0.27,0.30,1,0.32,0.18,0.22,0.38,0.22,0.19,0.31,0.15,0.13,0.17,0.35,0.29,0.19,0.36,0.36,0.21,0.35,0.33,0.33,0.34
0.11,0.18,0.03,0.01,0.05,0.22,0.25,0.10,0.19,N/A,0.12,0.17,0.16,0.27,0.20,0.18,0.20,0.15,0.01,0.03,0.05,0.20,0.05,0.22,0.08,0.19,0.06,0.13,0.21,0.19,0.22,0.15,0.20,0.24,0.19,0.04,0.16,0.28,0.08,0.12,0.20,0.13,0.13,0.15,0.32,1,0.08,0.09,0.22,0.06,0.07,0.16,0.02,0.07,0.06,0.23,0.18,0.11,0.15,0.11,0.05,0.24,0.12,0.18,0.11
0.08,0.07,0.02,-0.04,0.16,0.01,0.15,0.26,-0.02,N/A,0.05,0.15,0.08,0.15,0.12,0.03,0.02,0.02,-0.04,0.03,0.07,0.03,0.04,0.00,0.11,0.02,0.06,0.09,0.02,0.21,0.01,0.02,0.04,0.15,0.05,0.03,0.06,0.02,0.02,0.09,0.03,0.27,0.08,0.02,0.18,0.08,1,0.29,0.09,0.08,0.05,0.04,0.01,0.02,0.09,0.02,0.16,0.05,0.03,0.07,0.01,0.10,0.04,0.00,0.02
0.15,0.09,0.06,0.00,0.39,0.07,0.26,0.13,0.09,N/A,0.16,0.50,0.08,0.14,0.20,0.11,0.12,0.04,0.11,0.09,0.11,0.07,0.14,0.09,0.18,0.09,0.05,0.15,0.06,0.20,0.12,0.13,0.08,0.08,0.14,0.12,0.09,0.19,0.13,0.15,0.07,0.57,0.12,0.04,0.22,0.09,0.29,1,0.17,0.10,0.05,0.13,0.05,-0.01,0.27,0.13,0.08,0.06,0.08,0.10,0.18,0.23,0.13,0.13,0.25
0.15,0.28,0.10,-0.02,0.21,0.41,0.31,0.21,0.38,N/A,0.31,0.16,0.18,0.42,0.29,0.20,0.34,0.19,0.05,0.10,0.20,0.25,0.10,0.36,0.14,0.34,0.08,0.51,0.26,0.37,0.41,0.24,0.25,0.21,0.31,0.28,0.20,0.50,0.20,0.24,0.22,0.23,0.07,0.19,0.38,0.22,0.09,0.17,1,0.28,0.23,0.14,0.19,0.20,0.14,0.38,0.19,0.19,0.17,0.11,0.21,0.71,0.23,0.38,0.55
0.15,0.32,0.23,-0.04,0.14,0.18,0.21,0.20,0.36,N/A,0.23,0.08,0.20,0.22,0.20,0.16,0.29,0.24,0.17,0.05,0.12,0.25,0.08,0.25,0.14,0.29,0.18,0.31,0.31,0.18,0.34,0.34,0.25,0.10,0.16,0.42,0.13,0.40,0.13,0.13,0.19,0.14,0.08,0.24,0.22,0.06,0.08,0.10,0.28,1,0.29,0.01,0.11,0.09,0.01,0.14,0.14,0.06,0.14,0.14,0.52,0.19,0.20,0.37,0.24
0.08,0.24,0.14,-0.04,0.08,0.21,0.17,0.20,0.35,N/A,0.18,0.08,0.15,0.28,0.06,0.07,0.08,0.17,-0.00,0.08,0.13,0.19,0.06,0.40,0.05,0.17,0.08,0.23,0.19,0.16,0.18,0.16,0.21,0.20,0.14,0.21,0.10,0.23,0.06,0.17,0.10,0.09,-0.01,0.17,0.19,0.07,0.05,0.05,0.23,0.29,1,0.01,0.17,0.04,0.02,0.09,0.17,0.13,0.03,0.09,0.15,0.22,0.18,0.33,0.17
0.21,0.09,-0.01,0.06,0.15,0.05,0.31,0.06,0.08,N/A,0.15,0.10,0.22,0.28,0.23,0.19,0.14,0.11,0.01,0.14,0.05,0.10,0.26,0.11,0.08,0.06,0.00,0.09,0.08,0.31,0.14,0.16,0.16,0.05,0.36,0.05,0.07,0.10,0.29,0.11,0.17,0.10,0.32,0.11,0.31,0.16,0.04,0.13,0.14,0.01,0.01,1,0.10,0.13,0.05,0.07,0.27,0.05,0.22,0.19,0.09,0.17,0.10,0.06,0.20
0.13,0.18,0.00,0.01,0.10,0.13,0.13,0.17,0.17,N/A,0.02,-0.01,0.20,0.19,0.09,0.12,0.07,0.04,0.02,0.11,0.03,0.09,0.17,0.21,0.13,0.16,0.22,0.18,0.03,0.32,0.06,0.07,0.11,0.09,0.08,0.05,0.16,0.21,0.11,0.12,0.08,0.04,-0.02,0.04,0.15,0.02,0.01,0.05,0.19,0.11,0.17,0.10,1,0.02,0.00,0.06,0.17,0.02,0.05,0.10,0.13,0.15,0.05,0.18,0.15
