0.07,0.15,0.00,-0.01,0.06,0.01,-0.01,0.00,0.01,0.05,0.19,N/A,1,0.08,0.04,0.05,0.06,0.01,0.16,0.13,0.07,0.04,0.03,0.11,-0.02,0.05,0.11,0.03,0.03,0.10,0.01,0.01,0.02,0.09,0.04,0.13,0.09,0.05,0.07,0.12,-0.03,0.10,0.27,-0.01,-0.00,0.15,0.02,0.06,0.04,N/A,0.01,0.06,0.03,0.03,-0.03,0.14,0.04
-0.02,0.24,0.00,0.05,0.04,0.05,0.12,0.07,0.02,0.06,0.25,N/A,0.08,1,0.01,-0.04,-0.01,0.10,0.19,0.01,0.02,0.08,0.04,0.11,-0.00,0.07,0.07,0.06,0.14,0.19,0.02,0.07,-0.00,0.04,-0.05,0.23,0.06,-0.00,-0.03,0.05,0.04,0.13,0.12,0.02,0.02,0.22,0.02,0.17,0.04,N/A,-0.01,0.03,0.09,0.04,-0.03,0.19,0.05
0.01,0.05,0.01,0.03,0.14,-0.01,0.08,0.00,0.01,-0.02,0.07,N/A,0.04,0.01,1,-0.00,0.03,-0.01,0.10,0.08,0.07,0.03,0.02,0.17,0.01,0.27,0.00,0.09,0.03,0.03,0.04,0.04,0.05,-0.00,-0.01,0.06,0.17,-0.02,0.02,0.20,0.03,0.02,0.04,0.06,-0.00,0.06,0.02,0.12,0.05,N/A,0.00,0.05,0.01,0.01,0.00,0.05,0.06
0.15,0.11,-0.02,-0.00,0.06,0.03,0.04,0.29,0.02,0.03,0.11,N/A,0.05,-0.04,-0.00,1,0.04,-0.01,0.18,-0.07,-0.02,0.03,0.08,0.19,-0.00,0.05,0.03,0.16,-0.01,0.09,0.01,0.03,0.04,0.25,-0.01,0.11,0.12,0.01,0.15,0.13,-0.00,-0.02,0.06,0.07,0.04,0.17,0.01,0.15,0.04,N/A,-0.01,0.01,0.51,0.08,-0.04,0.15,-0.00
0.27,0.27,0.02,0.05,0.35,0.25,0.04,0.05,0.24,0.32,0.24,N/A,0.06,-0.01,0.03,0.04,1,0.04,0.22,0.18,0.06,0.12,0.21,0.22,0.01,0.13,0.27,0.16,0.02,0.23,0.05,0.27,0.09,0.12,0.10,0.26,0.23,0.14,0.05,0.24,0.31,0.05,0.29,0.00,0.20,0.29,0.39,0.28,0.06,N/A,0.02,0.03,0.12,0.29,0.04,0.21,0.07
0.07,0.12,0.00,0.09,0.29,0.01,0.09,0.24,-0.00,0.07,0.14,N/A,0.01,0.10,-0.01,-0.01,0.04,1,0.16,-0.00,0.00,0.18,0.02,0.03,0.05,0.15,0.01,0.12,-0.01,0.10,0.00,0.09,0.06,0.02,0.02,0.13,0.18,0.03,-0.00,0.17,0.03,0.24,0.17,0.01,-0.01,0.19,0.03,0.13,0.01,N/A,0.01,0.11,-0.01,0.08,0.02,0.11,-0.02
0.21,0.78,0.11,0.19,0.21,0.17,0.21,0.21,0.09,0.15,0.75,N/A,0.16,0.19,0.10,0.18,0.22,0.16,1,0.28,0.23,0.24,0.11,0.30,0.18,0.26,0.18,0.65,0.23,0.71,0.16,0.28,0.35,0.24,0.07,0.74,0.32,0.22,0.13,0.42,0.33,0.23,0.32,0.19,0.13,0.74,0.16,0.64,0.23,N/A,0.05,0.15,0.14,0.43,0.24,0.76,0.22
0.10,0.21,0.00,0.06,0.07,0.08,0.06,-0.01,0.01,0.14,0.25,N/A,0.13,0.01,0.08,-0.07,0.18,-0.00,0.28,1,0.15,0.05,0.08,0.24,0.03,0.13,0.09,0.15,0.03,0.21,0.05,0.09,0.11,0.04,0.03,0.21,0.16,0.13,-0.05,0.22,0.10,0.10,0.19,0.06,0.06,0.21,0.12,0.23,0.13,N/A,0.08,0.03,0.02,0.15,-0.02,0.24,0.07
0.00,0.19,0.01,0.70,0.01,0.06,0.48,0.03,0.07,0.03,0.43,N/A,0.07,0.02,0.07,-0.02,0.06,0.00,0.23,0.15,1,0.04,0.16,0.08,0.80,0.07,0.02,0.18,0.41,0.11,0.83,0.57,0.11,0.01,-0.02,0.52,0.03,0.09,0.01,0.33,0.11,0.03,0.07,0.61,0.04,0.24,0.03,0.11,0.14,N/A,0.10,-0.00,0.11,0.10,0.01,0.15,0.83
0.13,0.23,-0.01,-0.00,0.12,0.08,0.01,0.20,0.00,0.04,0.28,N/A,0.04,0.08,0.03,0.03,0.12,0.18,0.24,0.05,0.04,1,0.05,0.04,-0.00,0.17,0.12,0.14,0.07,0.18,-0.00,0.14,0.14,0.03,0.02,0.22,0.08,0.06,0.03,0.22,0.07,0.19,0.21,0.02,0.04,0.17,0.02,0.23,0.05,N/A,0.01,0.04,-0.00,0.07,0.05,0.22,0.06
0.03,0.11,0.02,0.01,0.16,0.04,0.04,0.01,-0.01,0.00,0.15,N/A,0.03,0.04,0.02,0.08,0.21,0.02,0.11,0.08,0.16,0.05,1,0.11,0.04,-0.00,-0.02,0.04,0.02,0.13,0.07,0.02,0.14,0.01,-0.02,0.10,0.16,0.09,0.03,0.12,0.14,0.03,0.09,0.03,0.02,0.23,-0.01,0.23,0.10,N/A,0.00,-0.01,0.03,0.11,0.03,0.11,0.03
0.26,0.29,0.13,0.15,0.26,0.06,0.15,0.18,0.20,0.09,0.28,N/A,0.11,0.11,0.17,0.19,0.22,0.03,0.30,0.24,0.08,0.04,0.11,1,0.00,0.15,0.14,0.22,0.19,0.28,0.03,0.10,0.14,0.22,0.19,0.23,0.41,0.12,0.05,0.28,0.24,0.15,0.27,0.26,0.21,0.38,0.09,0.34,0.09,N/A,0.35,0.12,0.37,0.25,0.11,0.34,0.06
0.01,0.11,0.01,0.79,0.01,0.04,0.53,0.01,0.06,0.01,0.39,N/A,-0.02,-0.00,0.01,-0.00,0.01,0.05,0.18,0.03,0.80,-0.00,0.04,0.00,1,0.08,-0.02,0.22,0.39,0.10,0.93,0.62,0.05,-0.00,0.00,0.48,0.01,0.10,0.00,0.33,0.14,0.00,0.00,0.64,-0.01,0.15,0.01,0.05,0.04,N/A,-0.01,0.01,0.06,0.13,0.03,0.09,0.85
0.10,0.25,0.01,0.15,0.28,0.22,0.16,0.07,0.02,0.19,0.25,N/A,0.05,0.07,0.27,0.05,0.13,0.15,0.26,0.13,0.07,0.17,-0.00,0.15,0.08,1,0.03,0.22,0.09,0.18,0.04,0.10,0.08,0.06,0.02,0.19,0.22,0.06,0.03,0.41,0.08,0.00,0.17,0.07,0.23,0.25,0.06,0.25,0.12,N/A,0.02,0.02,0.03,0.13,0.03,0.15,0.10
0.13,0.28,-0.01,0.02,0.18,0.16,0.06,0.08,0.04,0.04,0.24,N/A,0.11,0.07,0.00,0.03,0.27,0.01,0.18,0.09,0.02,0.12,-0.02,0.14,-0.02,0.03,1,0.12,-0.01,0.11,-0.00,0.11,0.05,0.03,0.16,0.16,0.12,0.04,0.01,0.13,0.15,0.09,0.31,0.04,0.07,0.17,0.04,0.17,0.05,N/A,0.00,0.01,0.10,0.17,0.03,0.18,0.04
0.12,0.30,0.16,0.21,0.16,0.08,0.20,0.22,0.05,0.09,0.35,N/A,0.03,0.06,0.09,0.16,0.16,0.12,0.65,0.15,0.18,0.14,0.04,0.22,0.22,0.22,0.12,1,0.16,0.29,0.18,0.25,0.25,0.18,0.02,0.30,0.26,0.17,0.09,0.35,0.33,0.13,0.21,0.14,0.06,0.26,0.12,0.28,0.12,N/A,0.03,0.20,0.17,0.35,0.26,0.34,0.27
0.08,0.24,0.03,0.34,-0.02,0.09,0.34,0.01,0.08,0.04,0.34,N/A,0.03,0.14,0.03,-0.01,0.02,-0.01,0.23,0.03,0.41,0.07,0.02,0.19,0.39,0.09,-0.01,0.16,1,0.17,0.43,0.31,0.14,-0.00,0.06,0.40,0.02,0.10,0.04,0.21,0.14,0.05,0.03,0.35,0.02,0.25,0.06,0.05,0.13,N/A,0.04,-0.03,0.15,0.10,0.07,0.19,0.40
0.19,0.70,0.04,0.08,0.19,0.20,0.19,0.11,0.12,0.14,0.63,N/A,0.10,0.19,0.03,0.09,0.23,0.10,0.71,0.21,0.11,0.18,0.13,0.28,0.10,0.18,0.11,0.29,0.17,1,0.06,0.19,0.40,0.22,0.10,0.65,0.24,0.14,0.18,0.30,0.40,0.23,0.27,0.15,0.16,0.72,0.15,0.57,0.25,N/A,0.04,0.07,0.09,0.49,0.19,0.67,0.10
0.01,0.12,0.00,0.74,0.07,0.10,0.49,0.02,0.05,0.04,0.41,N/A,0.01,0.02,0.04,0.01,0.05,0.00,0.16,0.05,0.83,-0.00,0.07,0.03,0.93,0.04,-0.00,0.18,0.43,0.06,1,0.62,0.04,0.01,-0.00,0.49,0.00,0.11,0.00,0.33,0.13,0.05,0.02,0.66,0.05,0.17,0.01,0.07,0.02,N/A,0.01,0.05,0.07,0.09,0.00,0.09,0.87
0.09,0.20,0.01,0.58,0.04,0.09,0.43,0.04,0.07,0.03,0.38,N/A,0.01,0.07,0.04,0.03,0.27,0.09,0.28,0.09,0.57,0.14,0.02,0.10,0.62,0.10,0.11,0.25,0.31,0.19,0.62,1,0.05,0.14,0.02,0.71,0.09,0.09,0.00,0.37,0.23,0.08,0.16,0.45,0.01,0.25,0.03,0.22,0.13,N/A,0.01,0.11,0.08,0.29,0.04,0.22,0.59
0.12,0.25,0.19,0.02,0.09,0.03,0.07,0.12,0.08,0.09,0.32,N/A,0.02,-0.00,0.05,0.04,0.09,0.06,0.35,0.11,0.11,0.14,0.14,0.14,0.05,0.08,0.05,0.25,0.14,0.40,0.04,0.05,1,0.11,0.01,0.23,0.18,0.06,0.10,0.14,0.44,0.10,0.19,0.05,-0.00,0.26,0.14,0.22,0.40,N/A,0.01,0.14,0.02,0.41,0.36,0.27,0.11
0.16,0.15,-0.01,0.00,0.03,0.02,0.08,0.13,0.00,0.01,0.16,N/A,0.09,0.04,-0.00,0.25,0.12,0.02,0.24,0.04,0.01,0.03,0.01,0.22,-0.00,0.06,0.03,0.18,-0.00,0.22,0.01,0.14,0.11,1,0.02,0.19,0.12,-0.02,0.14,0.19,0.12,0.07,0.21,0.02,0.03,0.19,0.03,0.22,0.05,N/A,0.01,-0.01,0.30,0.22,0.02,0.22,0.04
0.19,0.08,0.01,0.02,0.02,0.02,0.04,0.00,-0.01,0.01,0.07,N/A,0.04,-0.05,-0.01,-0.01,0.10,0.02,0.07,0.03,-0.02,0.02,-0.02,0.19,0.00,0.02,0.16,0.02,0.06,0.10,-0.00,0.02,0.01,0.02,1,0.06,0.16,0.03,0.01,0.03,0.10,0.05,0.11,0.02,0.03,0.07,0.02,0.09,0.00,N/A,0.03,0.02,0.01,0.07,0.21,0.09,0.01
0.18,0.75,0.04,0.46,0.14,0.17,0.38,0.14,0.10,0.12,0.79,N/A,0.13,0.23,0.06,0.11,0.26,0.13,0.74,0.21,0.52,0.22,0.10,0.23,0.48,0.19,0.16,0.30,0.40,0.65,0.49,0.71,0.23,0.19,0.06,1,0.21,0.18,0.08,0.45,0.29,0.20,0.29,0.40,0.10,0.75,0.11,0.60,0.21,N/A,0.04,0.11,0.12,0.39,0.12,0.69,0.47
0.26,0.29,0.13,0.01,0.21,0.10,0.01,0.23,0.11,0.17,0.25,N/A,0.09,0.06,0.17,0.12,0.23,0.18,0.32,0.16,0.03,0.08,0.16,0.41,0.01,0.22,0.12,0.26,0.02,0.24,0.00,0.09,0.18,0.12,0.16,0.21,1,0.11,0.13,0.29,0.20,0.14,0.21,0.05,0.10,0.32,0.26,0.36,0.02,N/A,0.01,0.12,0.22,0.31,0.09,0.35,0.01
0.09,0.20,0.03,0.08,0.08,0.06,0.09,0.07,0.05,0.13,0.20,N/A,0.05,-0.00,-0.02,0.01,0.14,0.03,0.22,0.13,0.09,0.06,0.09,0.12,0.10,0.06,0.04,0.17,0.10,0.14,0.11,0.09,0.06,-0.02,0.03,0.18,0.11,1,0.00,0.26,0.15,0.04,0.11,0.05,0.04,0.19,0.10,0.17,0.03,N/A,0.02,0.02,0.03,0.15,0.05,0.18,0.12
0.01,0.15,-0.00,-0.02,0.06,0.03,0.10,0.16,0.02,0.01,0.11,N/A,0.07,-0.03,0.02,0.15,0.05,-0.00,0.13,-0.05,0.01,0.03,0.03,0.05,0.00,0.03,0.01,0.09,0.04,0.18,0.00,0.00,0.10,0.14,0.01,0.08,0.13,0.00,1,0.11,0.17,-0.01,0.05,-0.03,-0.00,0.10,-0.01,0.13,0.11,N/A,-0.03,-0.00,0.00,0.20,0.01,0.19,0.03
0.21,0.36,0.09,0.29,0.28,0.22,0.21,0.15,0.03,0.24,0.50,N/A,0.12,0.05,0.20,0.13,0.24,0.17,0.42,0.22,0.33,0.22,0.12,0.28,0.33,0.41,0.13,0.35,0.21,0.30,0.33,0.37,0.14,0.19,0.03,0.45,0.29,0.26,0.11,1,0.28,0.18,0.16,0.26,0.22,0.37,0.11,0.31,0.10,N/A,0.02,0.05,0.09,0.32,0.09,0.38,0.37
0.17,0.26,0.17,0.09,0.21,0.08,0.11,0.06,0.19,0.13,0.30,N/A,-0.03,0.04,0.03,-0.00,0.31,0.03,0.33,0.10,0.11,0.07,0.14,0.24,0.14,0.08,0.15,0.33,0.14,0.40,0.13,0.23,0.44,0.12,0.10,0.29,0.20,0.15,0.17,0.28,1,0.15,0.19,0.08,0.03,0.31,0.24,0.28,0.15,N/A,0.03,0.08,0.16,0.82,0.48,0.27,0.16
0.14,0.19,0.20,0.14,0.13,0.02,0.04,0.18,0.00,0.05,0.23,N/A,0.10,0.13,0.02,-0.02,0.05,0.24,0.23,0.10,0.03,0.19,0.03,0.15,0.00,0.00,0.09,0.13,0.05,0.23,0.05,0.08,0.10,0.07,0.05,0.20,0.14,0.04,-0.01,0.18,0.15,1,0.13,0.02,-0.00,0.22,0.07,0.17,0.09,N/A,0.30,0.18,0.02,0.15,0.14,0.22,0.06
0.20,0.38,0.01,0.05,0.38,0.12,0.10,0.07,0.06,0.12,0.42,N/A,0.27,0.12,0.04,0.06,0.29,0.17,0.32,0.19,0.07,0.21,0.09,0.27,0.00,0.17,0.31,0.21,0.03,0.27,0.02,0.16,0.19,0.21,0.11,0.29,0.21,0.11,0.05,0.16,0.19,0.13,1,0.03,0.22,0.34,0.04,0.40,0.11,N/A,0.08,0.07,0.07,0.31,0.21,0.31,0.06
0.01,0.15,-0.00,0.57,0.10,0.05,0.59,0.04,0.30,0.02,0.38,N/A,-0.01,0.02,0.06,0.07,0.00,0.01,0.19,0.06,0.61,0.02,0.03,0.26,0.64,0.07,0.04,0.14,0.35,0.15,0.66,0.45,0.05,0.02,0.02,0.40,0.05,0.05,-0.03,0.26,0.08,0.02,0.03,1,0.20,0.29,0.00,0.13,0.02,N/A,0.04,0.02,0.08,0.07,0.02,0.20,0.61
0.03,0.21,0.00,-0.01,0.37,0.44,0.17,0.07,0.24,0.34,0.21,N/A,-0.00,0.02,-0.00,0.04,0.20,-0.01,0.13,0.06,0.04,0.04,0.02,0.21,-0.01,0.23,0.07,0.06,0.02,0.16,0.05,0.01,-0.00,0.03,0.03,0.10,0.10,0.04,-0.00,0.22,0.03,-0.00,0.22,0.20,1,0.31,0.03,0.19,0.01,N/A,0.02,0.06,0.01,0.07,0.03,0.19,0.00
0.23,0.80,0.05,0.21,0.32,0.24,0.26,0.17,0.38,0.25,0.72,N/A,0.15,0.22,0.06,0.17,0.29,0.19,0.74,0.21,0.24,0.17,0.23,0.38,0.15,0.25,0.17,0.26,0.25,0.72,0.17,0.25,0.26,0.19,0.07,0.75,0.32,0.19,0.10,0.37,0.31,0.22,0.34,0.29,0.31,1,0.25,0.66,0.17,N/A,0.17,0.09,0.15,0.40,0.12,0.74,0.17
0.32,0.13,0.01,-0.00,0.26,0.08,0.02,0.06,0.47,0.44,0.09,N/A,0.02,0.02,0.02,0.01,0.39,0.03,0.16,0.12,0.03,0.02,-0.01,0.09,0.01,0.06,0.04,0.12,0.06,0.15,0.01,0.03,0.14,0.03,0.02,0.11,0.26,0.10,-0.01,0.11,0.24,0.07,0.04,0.00,0.03,0.25,1,0.12,0.04,N/A,0.00,0.00,0.02,0.20,0.01,0.14,0.06
0.26,0.66,0.06,0.04,0.31,0.18,0.12,0.18,0.09,0.14,0.58,N/A,0.06,0.17,0.12,0.15,0.28,0.13,0.64,0.23,0.11,0.23,0.23,0.34,0.05,0.25,0.17,0.28,0.05,0.57,0.07,0.22,0.22,0.22,0.09,0.60,0.36,0.17,0.13,0.31,0.28,0.17,0.40,0.13,0.19,0.66,0.12,1,0.20,N/A,0.01,0.09,0.10,0.39,0.19,0.64,0.07
0.08,0.19,0.04,0.01,0.02,0.00,0.05,0.05,0.02,0.01,0.22,N/A,0.04,0.04,0.05,0.04,0.06,0.01,0.23,0.13,0.14,0.05,0.10,0.09,0.04,0.12,0.05,0.12,0.13,0.25,0.02,0.13,0.40,0.05,0.00,0.21,0.02,0.03,0.11,0.10,0.15,0.09,0.11,0.02,0.01,0.17,0.04,0.20,1,N/A,0.02,0.02,0.02,0.15,0.12,0.17,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,0.04,0.02,0.43,0.01,0.01,0.03,-0.01,0.01,-0.01,0.03,N/A,0.01,-0.01,0.00,-0.01,0.02,0.01,0.05,0.08,0.10,0.01,0.00,0.35,-0.01,0.02,0.00,0.03,0.04,0.04,0.01,0.01,0.01,0.01,0.03,0.04,0.01,0.02,-0.03,0.02,0.03,0.30,0.08,0.04,0.02,0.17,0.00,0.01,0.02,N/A,1,0.03,0.01,0.04,-0.01,0.12,0.05
0.02,0.07,0.30,-0.00,0.02,0.04,0.02,0.13,0.02,0.01,0.09,N/A,0.06,0.03,0.05,0.01,0.03,0.11,0.15,0.03,-0.00,0.04,-0.01,0.12,0.01,0.02,0.01,0.20,-0.03,0.07,0.05,0.11,0.14,-0.01,0.02,0.11,0.12,0.02,-0.00,0.05,0.08,0.18,0.07,0.02,0.06,0.09,0.00,0.09,0.02,N/A,0.03,1,-0.01,0.07,0.01,0.07,0.02
0.26,0.09,0.00,0.10,-0.00,0.02,0.13,0.30,0.01,0.01,0.08,N/A,0.03,0.09,0.01,0.51,0.12,-0.01,0.14,0.02,0.11,-0.00,0.03,0.37,0.06,0.03,0.10,0.17,0.15,0.09,0.07,0.08,0.02,0.30,0.01,0.12,0.22,0.03,0.00,0.09,0.16,0.02,0.07,0.08,0.01,0.15,0.02,0.10,0.02,N/A,0.01,-0.01,1,0.23,-0.00,0.06,0.07
0.22,0.35,0.13,0.10,0.20,0.13,0.12,0.10,0.18,0.11,0.36,N/A,0.03,0.04,0.01,0.08,0.29,0.08,0.43,0.15,0.10,0.07,0.11,0.25,0.13,0.13,0.17,0.35,0.10,0.49,0.09,0.29,0.41,0.22,0.07,0.39,0.31,0.15,0.20,0.32,0.82,0.15,0.31,0.07,0.07,0.40,0.20,0.39,0.15,N/A,0.04,0.07,0.23,1,0.36,0.39,0.10
0.12,0.17,0.26,0.00,0.09,0.03,-0.00,0.00,0.03,0.01,0.18,N/A,-0.03,-0.03,0.00,-0.04,0.04,0.02,0.24,-0.02,0.01,0.05,0.03,0.11,0.03,0.03,0.03,0.26,0.07,0.19,0.00,0.04,0.36,0.02,0.21,0.12,0.09,0.05,0.01,0.09,0.48,0.14,0.21,0.02,0.03,0.12,0.01,0.19,0.12,N/A,-0.01,0.01,-0.00,0.36,1,0.16,0.04
0.19,0.79,0.04,0.12,0.25,0.19,0.18,0.17,0.16,0.14,0.70,N/A,0.14,0.19,0.05,0.15,0.21,0.11,0.76,0.24,0.15,0.22,0.11,0.34,0.09,0.15,0.18,0.34,0.19,0.67,0.09,0.22,0.27,0.22,0.09,0.69,0.35,0.18,0.19,0.38,0.27,0.22,0.31,0.20,0.19,0.74,0.14,0.64,0.17,N/A,0.12,0.07,0.06,0.39,0.16,1,0.11
-0.01,0.14,0.04,0.70,-0.00,0.07,0.48,0.04,0.05,0.03,0.42,N/A,0.04,0.05,0.06,-0.00,0.07,-0.02,0.22,0.07,0.83,0.06,0.03,0.06,0.85,0.10,0.04,0.27,0.40,0.10,0.87,0.59,0.11,0.04,0.01,0.47,0.01,0.12,0.03,0.37,0.16,0.06,0.06,0.61,0.00,0.17,0.06,0.07,0.09,N/A,0.05,0.02,0.07,0.10,0.04,0.11,1
