0.19,0.20,0.23,0.23,0.11,0.12,0.07,0.11,0.01,0.17,0.23,N/A,1,0.19,0.05,-0.00,0.33,0.03,0.04,0.07,N/A,0.07,0.08,0.09,0.17,0.06,0.13,0.02,0.18,0.04,0.11,0.23,0.07,0.22,0.01,0.12,N/A,0.22,0.06,0.03,0.10,0.18,0.20,0.28,0.06,0.08,0.04,0.21,0.19,0.15,0.05,0.05,0.02,0.06,0.18,0.07,0.09,-0.04,-0.03,0.11,N/A,0.01,-0.01,0.06,0.06,0.20,0.03,0.06,0.19,0.01,0.05,0.02,-0.00,0.09,0.24
0.92,0.65,0.63,0.44,0.47,0.09,0.58,0.55,0.21,0.28,0.41,N/A,0.19,1,0.29,0.23,0.47,0.24,0.16,0.11,N/A,0.21,0.25,0.40,0.34,0.37,0.26,0.45,0.18,0.20,0.48,0.95,0.25,0.50,0.21,0.45,N/A,0.67,0.16,0.27,0.10,0.37,0.21,0.83,0.08,0.24,0.17,0.51,0.28,0.46,0.40,0.13,0.16,0.16,0.32,0.26,0.33,0.13,0.15,0.22,N/A,0.26,0.09,0.13,0.16,0.33,0.25,0.11,0.71,0.07,0.35,0.32,0.37,0.40,0.82
0.24,0.18,0.23,0.11,0.10,-0.03,0.16,0.15,0.05,0.25,0.12,N/A,0.05,0.29,1,0.15,0.14,0.11,-0.03,0.06,N/A,0.05,0.11,0.11,0.12,0.05,0.06,0.08,0.06,0.03,0.21,0.28,0.11,0.26,0.03,0.13,N/A,0.28,0.01,0.09,0.34,0.09,0.08,0.25,0.02,0.05,0.02,0.17,0.16,0.18,0.14,0.00,0.06,0.04,0.19,0.06,0.15,0.07,0.03,0.08,N/A,0.07,0.05,0.02,0.15,0.12,0.07,0.08,0.24,-0.02,0.12,0.20,0.08,0.15,0.33
0.22,0.18,0.23,0.12,0.15,0.01,0.18,0.20,0.07,0.09,0.11,N/A,-0.00,0.23,0.15,1,0.19,0.03,0.06,0.27,N/A,0.23,0.07,0.12,0.05,0.00,0.12,0.10,0.18,0.03,0.04,0.24,0.02,0.27,0.17,0.08,N/A,0.18,0.08,0.10,0.01,0.08,0.05,0.27,-0.00,0.17,-0.01,0.11,0.05,0.12,0.09,0.19,0.01,0.01,0.04,0.06,0.15,0.25,-0.02,0.15,N/A,0.01,0.10,0.03,0.05,0.19,0.12,0.14,0.13,0.06,0.18,0.11,0.01,0.23,0.22
0.38,0.40,0.39,0.34,0.27,0.07,0.26,0.26,0.17,0.24,0.31,N/A,0.33,0.47,0.14,0.19,1,0.18,0.01,0.15,N/A,0.15,0.20,0.26,0.09,0.25,0.26,0.14,0.17,0.05,0.15,0.44,0.06,0.48,0.13,0.33,N/A,0.31,-0.00,0.14,0.06,0.27,0.20,0.47,0.10,0.11,0.06,0.34,0.22,0.36,0.25,0.07,0.03,0.14,0.21,0.15,0.37,-0.03,0.05,0.13,N/A,0.08,0.06,0.09,0.08,0.34,0.16,0.15,0.31,0.13,0.25,0.15,0.15,0.26,0.44
0.27,0.17,0.18,0.14,0.12,-0.03,0.21,0.12,0.33,0.08,0.09,N/A,0.03,0.24,0.11,0.03,0.18,1,0.12,0.02,N/A,0.01,0.03,0.09,0.09,0.03,0.06,0.16,-0.03,0.07,0.07,0.28,0.17,0.13,0.03,0.15,N/A,0.19,0.11,0.04,0.01,0.08,0.03,0.26,0.03,0.13,0.02,0.13,0.20,0.21,0.13,-0.01,0.20,0.04,0.09,0.11,0.13,0.04,0.04,0.04,N/A,0.05,-0.02,0.04,0.10,0.02,0.08,0.03,0.12,-0.02,0.08,0.17,0.08,0.08,0.20
0.17,0.11,0.12,0.04,0.14,-0.02,0.09,0.04,0.20,0.04,0.01,N/A,0.04,0.16,-0.03,0.06,0.01,0.12,1,0.04,N/A,0.11,0.05,0.11,0.15,0.01,0.07,0.13,0.09,0.15,0.08,0.17,0.12,0.01,0.11,0.05,N/A,0.10,0.32,0.14,0.03,0.03,-0.05,0.16,0.06,0.07,0.02,0.07,0.09,0.07,0.09,0.38,0.23,0.01,0.08,0.02,0.01,-0.05,0.11,0.28,N/A,0.05,0.02,-0.02,0.05,0.04,-0.04,0.02,0.12,0.06,0.08,-0.00,0.03,0.02,0.13
0.11,0.12,0.18,0.01,0.12,0.01,0.09,0.10,-0.01,0.17,0.03,N/A,0.07,0.11,0.06,0.27,0.15,0.02,0.04,1,N/A,0.65,0.07,0.19,0.03,-0.07,0.20,0.03,0.21,0.03,0.02,0.12,-0.04,0.15,0.46,0.01,N/A,0.15,-0.05,0.10,-0.02,0.02,-0.04,0.18,0.08,0.10,0.04,0.02,0.01,0.03,0.05,0.06,-0.05,0.02,0.13,0.04,0.05,-0.02,-0.02,0.29,N/A,-0.01,-0.02,-0.01,0.05,0.13,0.03,0.03,0.08,0.14,0.10,0.01,0.02,0.07,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,0.19,0.19,0.14,0.20,0.02,0.13,0.14,-0.01,0.23,0.15,N/A,0.07,0.21,0.05,0.23,0.15,0.01,0.11,0.65,N/A,1,0.15,0.25,0.16,0.05,0.20,0.07,0.12,0.04,0.03,0.21,0.02,0.23,0.59,0.13,N/A,0.19,0.03,0.13,0.02,0.13,0.02,0.29,0.04,0.08,0.06,0.17,0.02,0.05,0.09,0.09,-0.00,-0.01,0.14,0.07,0.14,-0.02,0.03,0.39,N/A,0.06,0.03,0.02,0.15,0.10,0.07,0.07,0.16,0.14,0.16,0.05,0.03,0.13,0.24
0.23,0.16,0.16,0.15,0.18,-0.03,0.17,0.21,0.06,0.42,0.15,N/A,0.08,0.25,0.11,0.07,0.20,0.03,0.05,0.07,N/A,0.15,1,0.32,0.23,0.05,0.37,0.07,0.12,0.13,0.08,0.25,0.16,0.18,0.15,0.20,N/A,0.13,0.00,0.10,0.16,0.12,0.04,0.30,0.17,0.16,0.10,0.17,0.06,0.11,0.15,0.08,0.05,0.02,0.16,0.10,0.11,0.03,0.01,0.16,N/A,0.10,0.02,-0.03,0.08,0.25,0.09,0.07,0.29,0.04,0.11,0.04,0.04,0.22,0.35
0.37,0.29,0.26,0.23,0.18,-0.01,0.28,0.23,0.05,0.41,0.24,N/A,0.09,0.40,0.11,0.12,0.26,0.09,0.11,0.19,N/A,0.25,0.32,1,0.23,0.13,0.41,0.19,0.11,0.22,0.14,0.39,0.10,0.27,0.25,0.28,N/A,0.29,0.03,0.16,0.03,0.21,0.03,0.43,0.15,0.23,0.02,0.27,0.14,0.21,0.39,0.07,0.07,0.11,0.17,0.24,0.21,-0.01,0.02,0.33,N/A,0.19,0.03,0.05,0.17,0.25,0.14,0.09,0.38,0.05,0.19,0.13,0.14,0.23,0.49
0.31,0.17,0.23,0.15,0.18,0.05,0.23,0.28,0.07,0.27,0.18,N/A,0.17,0.34,0.12,0.05,0.09,0.09,0.15,0.03,N/A,0.16,0.23,0.23,1,0.16,0.20,0.14,0.09,0.22,0.08,0.33,0.09,0.15,0.15,0.25,N/A,0.31,0.10,0.08,0.02,0.16,0.09,0.35,-0.02,0.04,0.05,0.24,0.14,0.06,0.11,-0.00,0.07,0.05,0.12,0.16,0.10,0.08,0.08,0.29,N/A,0.07,0.10,-0.05,0.17,0.11,0.02,0.04,0.37,0.01,0.08,0.13,0.04,0.13,0.37
0.31,0.30,0.24,0.12,0.31,0.04,0.24,0.19,0.12,0.10,0.12,N/A,0.06,0.37,0.05,0.00,0.25,0.03,0.01,-0.07,N/A,0.05,0.05,0.13,0.16,1,0.08,0.14,-0.00,0.00,0.15,0.34,0.09,0.25,-0.06,0.18,N/A,0.25,0.05,0.06,0.08,0.10,0.14,0.32,0.02,0.05,0.15,0.14,0.13,0.20,0.16,-0.05,0.11,0.05,0.12,0.07,0.15,0.01,0.01,0.12,N/A,0.13,0.01,0.02,0.08,0.08,0.07,0.07,0.29,-0.05,0.10,0.12,0.12,0.24,0.33
0.25,0.15,0.15,0.20,0.12,-0.04,0.24,0.13,0.07,0.53,0.23,N/A,0.13,0.26,0.06,0.12,0.26,0.06,0.07,0.20,N/A,0.20,0.37,0.41,0.20,0.08,1,0.04,0.09,0.21,0.05,0.26,0.05,0.18,0.17,0.20,N/A,0.18,0.00,0.05,0.09,0.19,-0.00,0.30,0.09,0.15,0.05,0.20,0.13,0.13,0.21,0.02,0.02,0.09,0.05,0.06,0.09,-0.02,0.02,0.27,N/A,0.06,0.02,0.03,0.11,0.10,0.07,0.06,0.23,0.03,0.12,0.14,0.09,0.16,0.41
0.50,0.30,0.30,0.16,0.24,0.08,0.28,0.26,0.20,0.06,0.14,N/A,0.02,0.45,0.08,0.10,0.14,0.16,0.13,0.03,N/A,0.07,0.07,0.19,0.14,0.14,0.04,1,0.04,0.09,0.34,0.48,0.18,0.17,0.13,0.14,N/A,0.28,0.10,0.07,0.02,0.15,0.07,0.33,0.04,0.07,0.04,0.20,0.18,0.21,0.18,0.09,0.08,0.04,0.19,0.22,0.12,0.03,0.09,0.15,N/A,0.05,0.04,0.09,0.05,0.15,0.20,0.04,0.31,0.06,0.24,0.15,0.16,0.07,0.36
0.15,0.10,0.16,0.11,0.16,-0.01,0.15,0.13,0.02,0.03,0.13,N/A,0.18,0.18,0.06,0.18,0.17,-0.03,0.09,0.21,N/A,0.12,0.12,0.11,0.09,-0.00,0.09,0.04,1,0.05,-0.01,0.17,0.05,0.21,0.09,0.04,N/A,0.13,0.01,0.08,0.05,0.08,-0.04,0.17,0.09,0.11,0.05,0.10,0.08,0.03,0.12,0.08,0.04,-0.01,0.17,0.09,0.04,-0.03,-0.05,0.08,N/A,-0.05,0.01,0.02,0.04,0.20,0.10,0.01,0.15,-0.01,0.10,0.18,-0.01,0.17,0.13
0.18,0.03,0.11,0.16,0.05,0.03,0.15,0.10,-0.01,0.26,0.11,N/A,0.04,0.20,0.03,0.03,0.05,0.07,0.15,0.03,N/A,0.04,0.13,0.22,0.22,0.00,0.21,0.09,0.05,1,0.00,0.18,0.05,0.09,0.11,0.07,N/A,0.14,-0.06,0.11,-0.03,0.09,0.16,0.22,0.09,0.27,0.05,0.11,0.06,0.08,0.15,0.13,0.06,0.01,0.10,0.13,0.06,0.12,0.03,0.14,N/A,0.13,0.04,-0.02,0.09,0.16,0.04,0.06,0.26,0.03,0.09,0.09,0.03,0.07,0.24
0.47,0.34,0.36,0.18,0.26,0.10,0.26,0.32,0.06,0.05,0.15,N/A,0.11,0.48,0.21,0.04,0.15,0.07,0.08,0.02,N/A,0.03,0.08,0.14,0.08,0.15,0.05,0.34,-0.01,0.00,1,0.48,0.25,0.21,0.03,0.17,N/A,0.27,0.05,0.15,0.05,0.14,0.10,0.35,0.06,0.02,0.05,0.26,0.13,0.26,0.26,0.04,0.09,0.13,0.24,0.12,0.09,0.04,0.06,0.05,N/A,0.08,-0.01,0.07,0.02,0.18,0.05,0.03,0.32,0.02,0.06,0.09,0.31,0.08,0.37
0.98,0.61,0.59,0.41,0.46,0.12,0.60,0.53,0.22,0.28,0.38,N/A,0.23,0.95,0.28,0.24,0.44,0.28,0.17,0.12,N/A,0.21,0.25,0.39,0.33,0.34,0.26,0.48,0.17,0.18,0.48,1,0.26,0.52,0.23,0.41,N/A,0.63,0.17,0.24,0.11,0.33,0.22,0.81,0.07,0.24,0.14,0.48,0.30,0.47,0.37,0.12,0.17,0.22,0.35,0.26,0.30,0.14,0.16,0.22,N/A,0.23,0.09,0.17,0.14,0.34,0.27,0.14,0.67,0.06,0.37,0.31,0.33,0.38,0.82
0.23,0.27,0.26,0.19,0.25,0.16,0.17,0.28,0.16,0.11,0.15,N/A,0.07,0.25,0.11,0.02,0.06,0.17,0.12,-0.04,N/A,0.02,0.16,0.10,0.09,0.09,0.05,0.18,0.05,0.05,0.25,0.26,1,0.13,-0.01,0.10,N/A,0.25,0.06,0.00,0.00,0.15,0.02,0.23,0.05,0.02,0.04,0.20,0.18,0.11,0.06,-0.07,0.13,0.08,0.19,0.04,0.09,-0.04,0.03,0.05,N/A,0.04,-0.05,0.04,0.04,0.24,0.01,0.03,0.16,-0.07,0.00,0.04,0.15,0.04,0.21
0.48,0.33,0.36,0.29,0.23,0.08,0.38,0.38,0.10,0.25,0.30,N/A,0.22,0.50,0.26,0.27,0.48,0.13,0.01,0.15,N/A,0.23,0.18,0.27,0.15,0.25,0.18,0.17,0.21,0.09,0.21,0.52,0.13,1,0.16,0.31,N/A,0.40,0.01,0.21,0.11,0.22,0.20,0.48,0.08,0.15,0.13,0.32,0.26,0.30,0.31,0.04,0.05,0.10,0.32,0.19,0.28,0.05,0.06,0.18,N/A,0.19,0.04,-0.01,0.13,0.25,0.33,0.19,0.33,0.05,0.38,0.19,0.18,0.40,0.48
0.21,0.16,0.11,0.16,0.18,-0.03,0.13,0.12,0.12,0.23,0.14,N/A,0.01,0.21,0.03,0.17,0.13,0.03,0.11,0.46,N/A,0.59,0.15,0.25,0.15,-0.06,0.17,0.13,0.09,0.11,0.03,0.23,-0.01,0.16,1,0.06,N/A,0.17,0.11,0.15,0.00,0.13,0.03,0.26,0.02,0.06,0.05,0.14,0.01,0.09,0.09,0.08,0.10,-0.04,0.15,0.09,0.07,0.05,0.06,0.19,N/A,0.07,0.06,-0.06,0.08,0.23,0.09,0.05,0.21,0.12,0.19,0.06,0.10,0.16,0.24
0.38,0.28,0.25,0.19,0.18,0.04,0.29,0.37,0.09,0.24,0.20,N/A,0.12,0.45,0.13,0.08,0.33,0.15,0.05,0.01,N/A,0.13,0.20,0.28,0.25,0.18,0.20,0.14,0.04,0.07,0.17,0.41,0.10,0.31,0.06,1,N/A,0.29,0.06,0.12,0.07,0.17,0.11,0.39,0.04,0.09,0.00,0.25,0.18,0.23,0.20,0.06,0.03,0.24,0.29,0.18,0.15,-0.03,0.06,0.12,N/A,0.11,-0.01,0.04,0.13,0.13,0.18,0.03,0.38,-0.01,0.21,0.20,0.22,0.27,0.43
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.58,0.64,0.56,0.47,0.40,0.17,0.36,0.49,0.15,0.19,0.41,N/A,0.22,0.67,0.28,0.18,0.31,0.19,0.10,0.15,N/A,0.19,0.13,0.29,0.31,0.25,0.18,0.28,0.13,0.14,0.27,0.63,0.25,0.40,0.17,0.29,N/A,1,0.11,0.27,0.07,0.38,0.26,0.72,0.09,0.12,0.18,0.47,0.23,0.27,0.23,0.05,0.05,0.10,0.27,0.14,0.26,0.04,0.07,0.18,N/A,0.14,0.06,0.06,0.10,0.29,0.15,0.02,0.61,0.08,0.25,0.26,0.29,0.33,0.60
0.18,0.07,0.06,0.08,0.06,0.02,0.11,0.11,0.23,0.02,0.06,N/A,0.06,0.16,0.01,0.08,-0.00,0.11,0.32,-0.05,N/A,0.03,0.00,0.03,0.10,0.05,0.00,0.10,0.01,-0.06,0.05,0.17,0.06,0.01,0.11,0.06,N/A,0.11,1,0.01,0.03,0.07,-0.01,0.09,0.04,0.05,0.01,0.08,0.12,0.07,-0.02,0.03,0.38,0.05,-0.05,0.02,0.03,0.07,-0.00,0.08,N/A,0.03,0.06,-0.02,-0.02,-0.02,0.03,0.05,0.13,-0.02,0.03,-0.02,0.05,0.01,0.11
0.21,0.30,0.15,0.24,0.09,0.02,0.17,0.15,0.03,0.08,0.18,N/A,0.03,0.27,0.09,0.10,0.14,0.04,0.14,0.10,N/A,0.13,0.10,0.16,0.08,0.06,0.05,0.07,0.08,0.11,0.15,0.24,0.00,0.21,0.15,0.12,N/A,0.27,0.01,1,0.05,0.16,0.13,0.33,0.07,0.05,0.05,0.24,0.08,0.18,0.06,0.06,0.00,0.02,0.11,0.10,0.13,0.05,0.05,0.09,N/A,0.17,0.02,0.05,0.10,0.16,0.10,0.01,0.32,0.05,0.11,0.16,0.17,0.24,0.21
0.10,0.10,0.11,0.00,0.16,-0.01,0.04,0.05,0.10,0.19,0.03,N/A,0.10,0.10,0.34,0.01,0.06,0.01,0.03,-0.02,N/A,0.02,0.16,0.03,0.02,0.08,0.09,0.02,0.05,-0.03,0.05,0.11,0.00,0.11,0.00,0.07,N/A,0.07,0.03,0.05,1,0.01,0.01,0.15,0.03,0.12,0.04,0.05,0.08,0.04,0.02,0.04,0.06,0.02,0.05,0.01,0.06,-0.04,0.04,0.01,N/A,0.05,0.01,0.03,0.04,0.04,-0.00,0.02,0.06,-0.05,0.04,0.06,0.02,0.16,0.15
0.30,0.41,0.24,0.86,0.28,-0.02,0.20,0.27,0.09,0.13,0.96,N/A,0.18,0.37,0.09,0.08,0.27,0.08,0.03,0.02,N/A,0.13,0.12,0.21,0.16,0.10,0.19,0.15,0.08,0.09,0.14,0.33,0.15,0.22,0.13,0.17,N/A,0.38,0.07,0.16,0.01,1,0.06,0.35,-0.03,0.11,0.09,0.90,0.16,0.22,0.13,-0.01,0.01,0.04,0.15,0.11,0.25,-0.00,-0.01,0.09,N/A,0.11,0.12,0.01,0.13,0.12,0.10,0.12,0.33,0.01,0.14,0.14,0.16,0.25,0.33
0.19,0.24,0.15,0.17,0.06,0.11,0.16,0.13,0.10,-0.05,0.06,N/A,0.20,0.21,0.08,0.05,0.20,0.03,-0.05,-0.04,N/A,0.02,0.04,0.03,0.09,0.14,-0.00,0.07,-0.04,0.16,0.10,0.22,0.02,0.20,0.03,0.11,N/A,0.26,-0.01,0.13,0.01,0.06,1,0.20,-0.03,0.06,0.07,0.10,0.10,0.18,0.04,-0.09,0.03,0.04,0.08,0.08,0.13,0.12,0.05,-0.00,N/A,0.05,0.00,0.01,0.03,0.16,0.03,0.07,0.27,0.02,0.04,0.14,0.13,0.01,0.16
0.76,0.69,0.63,0.44,0.47,0.12,0.49,0.52,0.21,0.34,0.42,N/A,0.28,0.83,0.25,0.27,0.47,0.26,0.16,0.18,N/A,0.29,0.30,0.43,0.35,0.32,0.30,0.33,0.17,0.22,0.35,0.81,0.23,0.48,0.26,0.39,N/A,0.72,0.09,0.33,0.15,0.35,0.20,1,0.14,0.26,0.16,0.49,0.28,0.38,0.36,0.14,0.09,0.14,0.32,0.23,0.35,0.10,0.10,0.28,N/A,0.27,0.10,0.11,0.18,0.35,0.26,0.14,0.69,0.06,0.37,0.27,0.27,0.42,0.76
0.06,0.04,0.07,0.02,0.04,-0.04,0.06,0.06,-0.01,0.12,-0.02,N/A,0.06,0.08,0.02,-0.00,0.10,0.03,0.06,0.08,N/A,0.04,0.17,0.15,-0.02,0.02,0.09,0.04,0.09,0.09,0.06,0.07,0.05,0.08,0.02,0.04,N/A,0.09,0.04,0.07,0.03,-0.03,-0.03,0.14,1,0.02,-0.01,0.02,0.07,0.02,0.30,0.04,0.01,-0.03,-0.01,0.27,0.01,-0.06,-0.01,0.04,N/A,0.02,-0.03,0.05,0.07,0.04,0.05,-0.01,0.13,-0.01,0.04,0.03,0.05,0.15,0.11
0.24,0.14,0.12,0.12,0.10,-0.03,0.16,0.14,0.02,0.20,0.17,N/A,0.08,0.24,0.05,0.17,0.11,0.13,0.07,0.10,N/A,0.08,0.16,0.23,0.04,0.05,0.15,0.07,0.11,0.27,0.02,0.24,0.02,0.15,0.06,0.09,N/A,0.12,0.05,0.05,0.12,0.11,0.06,0.26,0.02,1,0.04,0.12,0.11,0.12,0.13,0.01,0.04,0.05,0.11,0.05,0.20,-0.00,-0.01,0.05,N/A,0.09,0.20,0.03,0.13,0.16,0.13,0.08,0.22,0.05,0.16,0.08,0.03,0.31,0.28
